,Date of Sale,Region,Product Type,Sales Channel,Customer Type,Sales Amount in US$,Units Sold,Marketing Spend in US$,Returning Customer,Date,Quater,Month,Profit
1065,02-12-2022,South America,Database,Partner,Consumer,3595.0,6,1645.0,Yes,2022-12-02,4,December,1950.0
1066,03-12-2022,South America,Database,Partner,Business,9696.0,8,1610.0,Yes,2022-12-03,4,December,8086.0
1067,04-12-2022,Australia,Database,Online,Consumer,3255.0,3,1745.0,No,2022-12-04,4,December,1510.0
1068,05-12-2022,North America,Antivirus,Direct Sales,Consumer,4158.0,4,1762.0,Yes,2022-12-05,4,December,2396.0
1069,06-12-2022,North America,Antivirus,Online,Business,6377.0,1,1350.0,No,2022-12-06,4,December,5027.0
1070,07-12-2022,Australia,CRM,Partner,Business,339.0,2,1670.0,No,2022-12-07,4,December,-1331.0
1071,08-12-2022,Asia,ERP,Online,Business,8988.0,13,1239.0,Yes,2022-12-08,4,December,7749.0
1072,09-12-2022,Asia,CRM,Online,Business,5242.0,9,1927.0,No,2022-12-09,4,December,3315.0
1073,10-12-2022,Asia,DevTools,Online,Business,4721.0,12,786.0,No,2022-12-10,4,December,3935.0
1074,11-12-2022,Australia,Antivirus,Online,Business,8621.0,10,1873.0,No,2022-12-11,4,December,6748.0
1075,12-12-2022,North America,Database,Partner,Consumer,9535.0,10,888.0,No,2022-12-12,4,December,8647.0
1076,13-12-2022,Australia,Antivirus,Partner,Consumer,4292.0,18,654.0,Yes,2022-12-13,4,December,3638.0
1077,14-12-2022,Australia,Database,Direct Sales,Business,1807.0,12,1159.0,No,2022-12-14,4,December,648.0
1078,15-12-2022,Asia,DevTools,Online,Consumer,8176.0,16,1422.0,Yes,2022-12-15,4,December,6754.0
1079,16-12-2022,Europe,DevTools,Online,Consumer,4092.0,6,846.0,No,2022-12-16,4,December,3246.0
1080,17-12-2022,North America,Antivirus,Direct Sales,Business,9362.0,10,1334.0,Yes,2022-12-17,4,December,8028.0
1081,18-12-2022,Asia,Database,Online,Consumer,9504.0,15,1712.0,No,2022-12-18,4,December,7792.0
1082,19-12-2022,Europe,DevTools,Direct Sales,Consumer,1237.0,9,886.0,No,2022-12-19,4,December,351.0
1083,20-12-2022,Europe,CRM,Partner,Business,9570.0,2,1370.0,Yes,2022-12-20,4,December,8200.0
1084,21-12-2022,South America,CRM,Direct Sales,Consumer,3746.0,18,1009.0,No,2022-12-21,4,December,2737.0
1085,22-12-2022,North America,Database,Online,Consumer,6498.0,12,1295.0,Yes,2022-12-22,4,December,5203.0
1086,23-12-2022,Europe,Antivirus,Direct Sales,Business,444.0,3,1500.0,No,2022-12-23,4,December,-1056.0
1087,24-12-2022,Asia,DevTools,Partner,Consumer,8900.0,7,1026.0,Yes,2022-12-24,4,December,7874.0
1088,25-12-2022,South America,Antivirus,Online,Consumer,6452.0,9,1992.0,Yes,2022-12-25,4,December,4460.0
1089,26-12-2022,North America,CRM,Partner,Consumer,6471.0,8,1346.0,No,2022-12-26,4,December,5125.0
1090,27-12-2022,Australia,DevTools,Partner,Business,9032.0,6,1737.0,No,2022-12-27,4,December,7295.0
1091,28-12-2022,Asia,Antivirus,Direct Sales,Business,5133.0,1,1588.0,No,2022-12-28,4,December,3545.0
1092,29-12-2022,Europe,ERP,Partner,Consumer,4164.0,14,1779.0,No,2022-12-29,4,December,2385.0
1093,30-12-2022,Europe,Database,Online,Consumer,8675.0,16,761.0,No,2022-12-30,4,December,7914.0
1094,31-12-2022,Asia,Database,Partner,Business,7450.0,16,834.0,No,2022-12-31,4,December,6616.0
1095,01-01-2022,Europe,ERP,Partner,Business,9495.0,4,1231.0,No,2022-01-01,1,January,8264.0
1096,02-01-2022,South America,CRM,Direct Sales,Consumer,9407.0,6,1778.0,No,2022-01-02,1,January,7629.0
1097,03-01-2022,North America,DevTools,Partner,Business,3885.0,15,796.0,No,2022-01-03,1,January,3089.0
1098,04-01-2022,South America,Database,Direct Sales,Consumer,4525.0,8,1957.0,Yes,2022-01-04,1,January,2568.0
1099,05-01-2022,Europe,ERP,Direct Sales,Consumer,2634.0,1,691.0,Yes,2022-01-05,1,January,1943.0
1100,06-01-2022,Australia,ERP,Online,Business,6640.0,13,763.0,Yes,2022-01-06,1,January,5877.0
1101,07-01-2022,North America,CRM,Online,Business,3709.0,18,751.0,No,2022-01-07,1,January,2958.0
1102,08-01-2022,North America,CRM,Online,Consumer,7882.0,18,1379.0,Yes,2022-01-08,1,January,6503.0
1103,09-01-2022,Asia,Antivirus,Online,Consumer,1303.0,13,1876.0,No,2022-01-09,1,January,-573.0
1104,10-01-2022,Asia,Database,Direct Sales,Business,1252.0,14,883.0,No,2022-01-10,1,January,369.0
1105,11-01-2022,Australia,Antivirus,Partner,Consumer,2124.0,11,1330.0,No,2022-01-11,1,January,794.0
1106,12-01-2022,North America,ERP,Online,Business,934.0,7,764.0,No,2022-01-12,1,January,170.0
1107,13-01-2022,Australia,DevTools,Online,Business,6238.0,18,1447.0,Yes,2022-01-13,1,January,4791.0
1108,14-01-2022,Asia,DevTools,Online,Business,1559.0,4,685.0,Yes,2022-01-14,1,January,874.0
1109,15-01-2022,Asia,CRM,Partner,Business,1684.0,17,1237.0,Yes,2022-01-15,1,January,447.0
1110,16-01-2022,North America,DevTools,Online,Business,241.0,19,1483.0,No,2022-01-16,1,January,-1242.0
1111,17-01-2022,South America,DevTools,Partner,Consumer,7843.0,14,1369.0,No,2022-01-17,1,January,6474.0
1112,18-01-2022,Europe,DevTools,Direct Sales,Business,8142.0,10,710.0,Yes,2022-01-18,1,January,7432.0
1113,19-01-2022,Asia,ERP,Direct Sales,Business,1704.0,6,742.0,No,2022-01-19,1,January,962.0
1114,20-01-2022,Asia,DevTools,Direct Sales,Business,7421.0,18,1507.0,Yes,2022-01-20,1,January,5914.0
1115,21-01-2022,South America,DevTools,Partner,Business,4392.0,4,1713.0,Yes,2022-01-21,1,January,2679.0
1116,22-01-2022,South America,DevTools,Online,Business,2472.0,11,1862.0,Yes,2022-01-22,1,January,610.0
1117,23-01-2022,Australia,Antivirus,Online,Business,6252.0,13,1720.0,No,2022-01-23,1,January,4532.0
1118,24-01-2022,Australia,ERP,Online,Business,1867.0,8,1961.0,Yes,2022-01-24,1,January,-94.0
1119,25-01-2022,Europe,CRM,Online,Consumer,7593.0,10,1112.0,No,2022-01-25,1,January,6481.0
1120,26-01-2022,Europe,Antivirus,Online,Consumer,571.0,11,997.0,Yes,2022-01-26,1,January,-426.0
1121,27-01-2022,North America,Database,Partner,Consumer,9595.0,3,542.0,No,2022-01-27,1,January,9053.0
1122,28-01-2022,Australia,ERP,Direct Sales,Consumer,812.0,15,1175.0,No,2022-01-28,1,January,-363.0
1123,29-01-2022,Asia,ERP,Online,Business,5837.0,8,1477.0,Yes,2022-01-29,1,January,4360.0
1124,30-01-2022,Australia,Database,Direct Sales,Consumer,9032.0,18,1723.0,No,2022-01-30,1,January,7309.0
1125,31-01-2022,Asia,Database,Partner,Business,218.0,1,901.0,No,2022-01-31,1,January,-683.0
1126,01-02-2022,South America,Database,Partner,Consumer,5035.0,8,1270.0,No,2022-02-01,1,February,3765.0
1127,02-02-2022,Australia,CRM,Online,Consumer,3565.0,3,1493.0,Yes,2022-02-02,1,February,2072.0
1128,03-02-2022,South America,DevTools,Partner,Business,5845.0,1,1327.0,No,2022-02-03,1,February,4518.0
1129,04-02-2022,Europe,ERP,Direct Sales,Business,2332.0,16,911.0,Yes,2022-02-04,1,February,1421.0
1130,05-02-2022,Europe,DevTools,Online,Consumer,743.0,9,1694.0,Yes,2022-02-05,1,February,-951.0
1131,06-02-2022,North America,DevTools,Online,Consumer,6297.0,17,760.0,No,2022-02-06,1,February,5537.0
1132,07-02-2022,Australia,Database,Direct Sales,Consumer,4227.0,16,1857.0,Yes,2022-02-07,1,February,2370.0
1133,08-02-2022,South America,CRM,Online,Consumer,6263.0,6,1929.0,Yes,2022-02-08,1,February,4334.0
1134,09-02-2022,Asia,Antivirus,Online,Business,2184.0,7,1048.0,Yes,2022-02-09,1,February,1136.0
1135,10-02-2022,Europe,CRM,Direct Sales,Consumer,3454.0,16,1064.0,Yes,2022-02-10,1,February,2390.0
1136,11-02-2022,Europe,DevTools,Online,Consumer,5661.0,8,1615.0,Yes,2022-02-11,1,February,4046.0
1137,12-02-2022,Asia,CRM,Online,Consumer,5972.0,10,1184.0,No,2022-02-12,1,February,4788.0
1138,13-02-2022,South America,Database,Direct Sales,Consumer,3786.0,14,543.0,No,2022-02-13,1,February,3243.0
1139,14-02-2022,South America,Antivirus,Partner,Consumer,2873.0,11,1880.0,Yes,2022-02-14,1,February,993.0
1140,15-02-2022,Australia,Database,Direct Sales,Business,2810.0,2,1146.0,Yes,2022-02-15,1,February,1664.0
1141,16-02-2022,Australia,Antivirus,Online,Business,1830.0,12,805.0,No,2022-02-16,1,February,1025.0
1142,17-02-2022,North America,DevTools,Direct Sales,Business,3322.0,13,1333.0,No,2022-02-17,1,February,1989.0
1143,18-02-2022,Europe,Antivirus,Online,Business,2074.0,15,828.0,No,2022-02-18,1,February,1246.0
1144,19-02-2022,Australia,Antivirus,Online,Business,6375.0,12,809.0,Yes,2022-02-19,1,February,5566.0
1145,20-02-2022,South America,Antivirus,Direct Sales,Consumer,5734.0,13,1319.0,Yes,2022-02-20,1,February,4415.0
1146,21-02-2022,Asia,CRM,Online,Business,3888.0,8,1087.0,No,2022-02-21,1,February,2801.0
1147,22-02-2022,South America,CRM,Partner,Business,3326.0,16,1359.0,Yes,2022-02-22,1,February,1967.0
1148,23-02-2022,Europe,DevTools,Online,Consumer,2452.0,3,1995.0,No,2022-02-23,1,February,457.0
1149,24-02-2022,South America,Antivirus,Direct Sales,Business,5401.0,13,1789.0,No,2022-02-24,1,February,3612.0
1150,25-02-2022,North America,ERP,Partner,Business,9197.0,12,512.0,Yes,2022-02-25,1,February,8685.0
1151,26-02-2022,Europe,DevTools,Partner,Business,6888.0,19,576.0,No,2022-02-26,1,February,6312.0
1152,27-02-2022,Asia,Antivirus,Online,Business,7470.0,2,1415.0,No,2022-02-27,1,February,6055.0
1153,28-02-2022,North America,Antivirus,Direct Sales,Consumer,8360.0,1,1439.0,No,2022-02-28,1,February,6921.0
1154,01-03-2022,Europe,CRM,Online,Consumer,3581.0,8,1817.0,No,2022-03-01,1,March,1764.0
1155,02-03-2022,Asia,DevTools,Online,Business,722.0,9,1444.0,No,2022-03-02,1,March,-722.0
1156,03-03-2022,North America,Antivirus,Direct Sales,Consumer,6263.0,8,842.0,Yes,2022-03-03,1,March,5421.0
1157,04-03-2022,North America,Antivirus,Direct Sales,Business,1968.0,17,1203.0,No,2022-03-04,1,March,765.0
1158,05-03-2022,Europe,DevTools,Online,Consumer,5734.0,9,1713.0,Yes,2022-03-05,1,March,4021.0
1159,06-03-2022,Australia,ERP,Partner,Consumer,7421.0,6,1884.0,Yes,2022-03-06,1,March,5537.0
1160,07-03-2022,North America,DevTools,Online,Consumer,7858.0,15,855.0,No,2022-03-07,1,March,7003.0
1161,08-03-2022,North America,DevTools,Partner,Consumer,3088.0,13,1309.0,No,2022-03-08,1,March,1779.0
1162,09-03-2022,Asia,ERP,Online,Consumer,5173.0,12,738.0,No,2022-03-09,1,March,4435.0
1163,10-03-2022,South America,DevTools,Direct Sales,Consumer,6248.0,13,1245.0,Yes,2022-03-10,1,March,5003.0
1164,11-03-2022,Europe,Antivirus,Partner,Consumer,8213.0,7,635.0,Yes,2022-03-11,1,March,7578.0
1165,12-03-2022,Europe,DevTools,Direct Sales,Consumer,7638.0,18,1913.0,Yes,2022-03-12,1,March,5725.0
1166,13-03-2022,Australia,ERP,Direct Sales,Consumer,9881.0,14,1457.0,No,2022-03-13,1,March,8424.0
1167,14-03-2022,Australia,Database,Direct Sales,Consumer,180.0,11,1781.0,No,2022-03-14,1,March,-1601.0
1168,15-03-2022,Europe,DevTools,Direct Sales,Consumer,4431.0,14,1997.0,No,2022-03-15,1,March,2434.0
1169,16-03-2022,Australia,CRM,Direct Sales,Business,2635.0,17,774.0,No,2022-03-16,1,March,1861.0
1170,17-03-2022,Asia,Antivirus,Online,Consumer,1287.0,2,1541.0,No,2022-03-17,1,March,-254.0
1171,18-03-2022,Europe,Antivirus,Partner,Business,9124.0,19,1830.0,Yes,2022-03-18,1,March,7294.0
1172,19-03-2022,Australia,CRM,Online,Consumer,9980.0,16,1364.0,Yes,2022-03-19,1,March,8616.0
1173,20-03-2022,Europe,CRM,Online,Business,1888.0,10,1460.0,Yes,2022-03-20,1,March,428.0
1174,21-03-2022,South America,DevTools,Online,Business,480.0,8,1112.0,No,2022-03-21,1,March,-632.0
1175,22-03-2022,North America,CRM,Direct Sales,Business,2823.0,5,1512.0,No,2022-03-22,1,March,1311.0
1176,23-03-2022,Europe,Database,Online,Consumer,8365.0,7,1093.0,Yes,2022-03-23,1,March,7272.0
1177,24-03-2022,North America,ERP,Partner,Consumer,3010.0,13,1215.0,No,2022-03-24,1,March,1795.0
1178,25-03-2022,Australia,CRM,Online,Consumer,663.0,16,654.0,Yes,2022-03-25,1,March,9.0
1179,26-03-2022,North America,CRM,Direct Sales,Consumer,620.0,5,512.0,No,2022-03-26,1,March,108.0
1180,27-03-2022,Europe,Database,Partner,Business,4331.0,16,583.0,No,2022-03-27,1,March,3748.0
1181,28-03-2022,South America,Antivirus,Partner,Consumer,9325.0,15,789.0,No,2022-03-28,1,March,8536.0
1182,29-03-2022,Australia,Antivirus,Partner,Consumer,2931.0,9,1185.0,No,2022-03-29,1,March,1746.0
1183,30-03-2022,Europe,DevTools,Partner,Consumer,4329.0,12,531.0,Yes,2022-03-30,1,March,3798.0
1184,31-03-2022,Australia,Database,Online,Consumer,1109.0,8,734.0,No,2022-03-31,1,March,375.0
1185,01-04-2022,Asia,ERP,Direct Sales,Consumer,4986.0,13,1672.0,Yes,2022-04-01,2,April,3314.0
1186,02-04-2022,North America,ERP,Partner,Consumer,6996.0,5,1643.0,Yes,2022-04-02,2,April,5353.0
1187,03-04-2022,Asia,Database,Partner,Consumer,2784.0,14,1685.0,Yes,2022-04-03,2,April,1099.0
1188,04-04-2022,Europe,ERP,Direct Sales,Consumer,3037.0,16,1882.0,Yes,2022-04-04,2,April,1155.0
1189,05-04-2022,South America,Antivirus,Online,Business,8436.0,11,679.0,Yes,2022-04-05,2,April,7757.0
1190,06-04-2022,Australia,ERP,Partner,Business,203.0,12,745.0,No,2022-04-06,2,April,-542.0
1191,07-04-2022,North America,ERP,Online,Consumer,6401.0,15,1000.0,Yes,2022-04-07,2,April,5401.0
1192,08-04-2022,Australia,Database,Online,Consumer,3999.0,12,1873.0,Yes,2022-04-08,2,April,2126.0
1193,09-04-2022,Europe,Database,Online,Consumer,3054.0,9,1663.0,Yes,2022-04-09,2,April,1391.0
1194,10-04-2022,Australia,ERP,Online,Consumer,6610.0,1,986.0,Yes,2022-04-10,2,April,5624.0
1195,11-04-2022,North America,CRM,Partner,Business,8363.0,3,631.0,Yes,2022-04-11,2,April,7732.0
1196,12-04-2022,Europe,Database,Partner,Business,5628.0,12,1425.0,No,2022-04-12,2,April,4203.0
1197,13-04-2022,Australia,DevTools,Online,Consumer,408.0,13,885.0,Yes,2022-04-13,2,April,-477.0
1198,14-04-2022,South America,DevTools,Online,Business,4668.0,6,1297.0,No,2022-04-14,2,April,3371.0
1199,15-04-2022,Europe,Antivirus,Direct Sales,Business,4681.0,10,1913.0,Yes,2022-04-15,2,April,2768.0
1200,16-04-2022,Europe,ERP,Direct Sales,Consumer,5484.0,10,1359.0,No,2022-04-16,2,April,4125.0
1201,17-04-2022,South America,CRM,Direct Sales,Consumer,6742.0,16,1886.0,No,2022-04-17,2,April,4856.0
1202,18-04-2022,Asia,Antivirus,Partner,Consumer,291.0,1,1090.0,No,2022-04-18,2,April,-799.0
1203,19-04-2022,North America,ERP,Direct Sales,Business,5070.0,16,1450.0,No,2022-04-19,2,April,3620.0
1204,20-04-2022,Asia,Database,Partner,Business,5924.0,4,1841.0,No,2022-04-20,2,April,4083.0
1205,21-04-2022,Australia,DevTools,Partner,Consumer,3499.0,6,1382.0,No,2022-04-21,2,April,2117.0
1206,22-04-2022,South America,CRM,Partner,Consumer,6717.0,19,1422.0,No,2022-04-22,2,April,5295.0
1207,23-04-2022,Asia,DevTools,Partner,Business,2359.0,2,1574.0,Yes,2022-04-23,2,April,785.0
1208,24-04-2022,Europe,Database,Direct Sales,Business,3242.0,18,1823.0,No,2022-04-24,2,April,1419.0
1209,25-04-2022,Australia,ERP,Online,Consumer,9631.0,10,632.0,Yes,2022-04-25,2,April,8999.0
1210,26-04-2022,Australia,Database,Online,Business,3546.0,4,1005.0,Yes,2022-04-26,2,April,2541.0
1211,27-04-2022,Asia,Database,Online,Consumer,3530.0,1,1097.0,Yes,2022-04-27,2,April,2433.0
1212,28-04-2022,Asia,DevTools,Direct Sales,Consumer,5997.0,15,1865.0,No,2022-04-28,2,April,4132.0
1213,29-04-2022,South America,CRM,Online,Business,9713.0,10,1934.0,Yes,2022-04-29,2,April,7779.0
1214,30-04-2022,North America,Database,Direct Sales,Business,9832.0,18,681.0,No,2022-04-30,2,April,9151.0
1215,01-05-2022,Asia,DevTools,Direct Sales,Business,5839.0,16,679.0,No,2022-05-01,2,May,5160.0
1216,02-05-2022,Asia,CRM,Direct Sales,Consumer,111.0,13,1902.0,No,2022-05-02,2,May,-1791.0
1217,03-05-2022,Europe,ERP,Online,Consumer,9016.0,15,944.0,Yes,2022-05-03,2,May,8072.0
1218,04-05-2022,Australia,ERP,Online,Consumer,5745.0,2,863.0,Yes,2022-05-04,2,May,4882.0
1219,05-05-2022,North America,Antivirus,Online,Consumer,3723.0,4,553.0,No,2022-05-05,2,May,3170.0
1220,06-05-2022,Europe,DevTools,Partner,Consumer,8309.0,1,913.0,No,2022-05-06,2,May,7396.0
1221,07-05-2022,South America,CRM,Direct Sales,Consumer,4058.0,7,1540.0,No,2022-05-07,2,May,2518.0
1222,08-05-2022,South America,Database,Partner,Business,437.0,11,1139.0,No,2022-05-08,2,May,-702.0
1223,09-05-2022,Asia,ERP,Direct Sales,Consumer,8229.0,10,1275.0,Yes,2022-05-09,2,May,6954.0
1224,10-05-2022,Asia,CRM,Online,Consumer,5504.0,1,1876.0,Yes,2022-05-10,2,May,3628.0
1225,11-05-2022,South America,DevTools,Direct Sales,Consumer,3448.0,11,672.0,Yes,2022-05-11,2,May,2776.0
1226,12-05-2022,Asia,Antivirus,Direct Sales,Consumer,2584.0,10,607.0,Yes,2022-05-12,2,May,1977.0
1227,13-05-2022,North America,ERP,Partner,Business,5979.0,14,1778.0,Yes,2022-05-13,2,May,4201.0
1228,14-05-2022,Asia,CRM,Direct Sales,Consumer,2160.0,14,1662.0,No,2022-05-14,2,May,498.0
1229,15-05-2022,Australia,CRM,Online,Business,3306.0,7,896.0,No,2022-05-15,2,May,2410.0
1230,16-05-2022,Asia,CRM,Direct Sales,Business,6402.0,11,986.0,Yes,2022-05-16,2,May,5416.0
1231,17-05-2022,Europe,DevTools,Direct Sales,Consumer,8827.0,4,965.0,No,2022-05-17,2,May,7862.0
1232,18-05-2022,North America,DevTools,Direct Sales,Consumer,5376.0,2,1472.0,Yes,2022-05-18,2,May,3904.0
1233,19-05-2022,Europe,DevTools,Partner,Business,7615.0,7,592.0,No,2022-05-19,2,May,7023.0
1234,20-05-2022,Europe,Database,Direct Sales,Business,7654.0,19,1234.0,No,2022-05-20,2,May,6420.0
1235,21-05-2022,Australia,CRM,Direct Sales,Consumer,6677.0,14,701.0,No,2022-05-21,2,May,5976.0
1236,22-05-2022,North America,ERP,Partner,Business,2534.0,19,1730.0,Yes,2022-05-22,2,May,804.0
1237,23-05-2022,North America,DevTools,Partner,Consumer,8681.0,7,1071.0,Yes,2022-05-23,2,May,7610.0
1238,24-05-2022,North America,DevTools,Partner,Consumer,4419.0,12,1291.0,Yes,2022-05-24,2,May,3128.0
1239,25-05-2022,North America,CRM,Partner,Business,538.0,3,544.0,No,2022-05-25,2,May,-6.0
1240,26-05-2022,North America,DevTools,Online,Consumer,2522.0,15,587.0,No,2022-05-26,2,May,1935.0
1241,27-05-2022,Australia,Database,Online,Consumer,7679.0,5,1513.0,No,2022-05-27,2,May,6166.0
1242,28-05-2022,Asia,Database,Direct Sales,Consumer,784.0,8,1650.0,No,2022-05-28,2,May,-866.0
1243,29-05-2022,Europe,DevTools,Online,Business,1559.0,14,1565.0,No,2022-05-29,2,May,-6.0
1244,30-05-2022,North America,CRM,Direct Sales,Business,6973.0,4,1606.0,Yes,2022-05-30,2,May,5367.0
1245,31-05-2022,Asia,CRM,Online,Business,8937.0,7,657.0,Yes,2022-05-31,2,May,8280.0
1246,01-06-2022,Asia,CRM,Partner,Consumer,6374.0,7,1540.0,No,2022-06-01,2,June,4834.0
1247,02-06-2022,Europe,Antivirus,Partner,Business,2301.0,18,773.0,Yes,2022-06-02,2,June,1528.0
1248,03-06-2022,Australia,DevTools,Online,Business,629.0,14,647.0,No,2022-06-03,2,June,-18.0
1249,04-06-2022,South America,CRM,Online,Business,6190.0,8,1636.0,No,2022-06-04,2,June,4554.0
1250,05-06-2022,South America,Database,Direct Sales,Consumer,569.0,12,1834.0,Yes,2022-06-05,2,June,-1265.0
1251,06-06-2022,Asia,ERP,Direct Sales,Consumer,6166.0,10,1575.0,No,2022-06-06,2,June,4591.0
1252,07-06-2022,Europe,ERP,Direct Sales,Business,2333.0,14,1708.0,Yes,2022-06-07,2,June,625.0
1253,08-06-2022,South America,CRM,Partner,Business,9056.0,9,1987.0,Yes,2022-06-08,2,June,7069.0
1254,09-06-2022,Asia,ERP,Partner,Business,4803.0,6,702.0,Yes,2022-06-09,2,June,4101.0
1255,10-06-2022,Australia,ERP,Partner,Consumer,2317.0,5,1948.0,No,2022-06-10,2,June,369.0
1256,11-06-2022,South America,Antivirus,Partner,Business,8546.0,1,1402.0,Yes,2022-06-11,2,June,7144.0
1257,12-06-2022,Asia,Database,Direct Sales,Consumer,2615.0,1,1720.0,No,2022-06-12,2,June,895.0
1258,13-06-2022,Asia,Database,Partner,Consumer,3135.0,17,1475.0,No,2022-06-13,2,June,1660.0
1259,14-06-2022,North America,Antivirus,Partner,Consumer,8359.0,11,1355.0,No,2022-06-14,2,June,7004.0
1260,15-06-2022,Australia,Antivirus,Partner,Business,3157.0,12,1555.0,No,2022-06-15,2,June,1602.0
1261,16-06-2022,North America,ERP,Partner,Business,4161.0,3,980.0,No,2022-06-16,2,June,3181.0
1262,17-06-2022,Europe,DevTools,Online,Consumer,3542.0,6,1886.0,No,2022-06-17,2,June,1656.0
1263,18-06-2022,North America,ERP,Direct Sales,Consumer,1252.0,11,673.0,No,2022-06-18,2,June,579.0
1264,19-06-2022,North America,Antivirus,Direct Sales,Consumer,485.0,13,977.0,No,2022-06-19,2,June,-492.0
1265,20-06-2022,South America,Database,Partner,Consumer,7273.0,11,547.0,Yes,2022-06-20,2,June,6726.0
1266,21-06-2022,Asia,ERP,Online,Business,6487.0,8,907.0,Yes,2022-06-21,2,June,5580.0
1267,22-06-2022,Australia,DevTools,Direct Sales,Business,2895.0,10,827.0,No,2022-06-22,2,June,2068.0
1268,23-06-2022,North America,ERP,Direct Sales,Consumer,3026.0,2,574.0,No,2022-06-23,2,June,2452.0
1269,24-06-2022,Australia,CRM,Partner,Consumer,9456.0,14,1238.0,Yes,2022-06-24,2,June,8218.0
1270,25-06-2022,North America,ERP,Partner,Consumer,9878.0,16,1203.0,Yes,2022-06-25,2,June,8675.0
1271,26-06-2022,Europe,Antivirus,Direct Sales,Business,4787.0,17,617.0,Yes,2022-06-26,2,June,4170.0
1272,27-06-2022,North America,Database,Direct Sales,Consumer,8044.0,11,893.0,Yes,2022-06-27,2,June,7151.0
1273,28-06-2022,South America,Database,Online,Business,7393.0,2,1930.0,Yes,2022-06-28,2,June,5463.0
1274,29-06-2022,Asia,Antivirus,Direct Sales,Consumer,3043.0,5,666.0,Yes,2022-06-29,2,June,2377.0
1275,30-06-2022,Europe,CRM,Direct Sales,Business,680.0,16,958.0,No,2022-06-30,2,June,-278.0
1276,01-07-2022,North America,Antivirus,Partner,Business,1511.0,16,554.0,Yes,2022-07-01,3,July,957.0
1277,02-07-2022,Australia,ERP,Direct Sales,Consumer,8399.0,2,723.0,Yes,2022-07-02,3,July,7676.0
1278,03-07-2022,Europe,Antivirus,Partner,Business,7339.0,16,1549.0,Yes,2022-07-03,3,July,5790.0
1279,04-07-2022,Europe,Antivirus,Direct Sales,Business,6677.0,5,1050.0,Yes,2022-07-04,3,July,5627.0
1280,05-07-2022,North America,CRM,Direct Sales,Business,1393.0,8,1178.0,No,2022-07-05,3,July,215.0
1281,06-07-2022,Europe,ERP,Direct Sales,Business,6435.0,14,735.0,No,2022-07-06,3,July,5700.0
